-8.41924;-0.938003;1.33161
-8.33455;-0.846431;1.35331
-8.25045;-0.746128;1.36508
-8.16692;-0.637604;1.36751
-8.0839;-0.521484;1.36131
-8.00135;-0.398506;1.34731
-7.9192;-0.269504;1.32647
-7.83741;-0.135399;1.29983
-7.75589;0.00281373;1.26851
-7.67459;0.144081;1.23373
-7.59341;0.287304;1.19672
-7.5123;0.431358;1.15877
-7.43116;0.575105;1.12117
-7.34992;0.71741;1.08521
-7.26851;0.857162;1.05215
-7.18685;0.993285;1.02321
-7.10488;1.12475;0.999565
-7.02252;1.25061;0.982293
-6.93973;1.36999;0.972392
-6.85644;1.48209;0.970754
-6.7726;1.58625;0.978147
-6.68819;1.68189;0.995214
-6.60317;1.76859;1.02246
-6.51752;1.84601;1.06023
-6.43122;1.91399;1.10874
-6.34428;1.97249;1.16803
-6.2567;2.02158;1.238
-6.1685;2.06151;1.31839
-6.0797;2.09263;1.40879
-5.99033;2.11542;1.50866
-5.90043;2.1305;1.61729
-5.81006;2.13859;1.73387
-5.71927;2.14049;1.85748
-5.62812;2.13711;1.98708
-5.53667;2.12945;2.12156
-5.44501;2.11853;2.25974
-5.3532;2.10546;2.40036
-5.26132;2.09136;2.54216
-5.16944;2.07736;2.68384
-5.07765;2.0646;2.82412
-4.98602;2.05419;2.96171
-4.89463;2.04722;3.0954
-4.80354;2.04472;3.22401
-4.71282;2.04767;3.34643
-4.62253;2.05695;3.46165
-4.53272;2.07337;3.56876
-4.44345;2.09763;3.66696
-4.35475;2.1303;3.7556
-4.26666;2.17185;3.83414
-4.1792;2.22263;3.90221
-4.09237;2.28282;3.95956
-4.00619;2.35251;4.00613
-3.92066;2.43162;4.04199
-3.83575;2.51995;4.06737
-3.75144;2.61716;4.08265
-3.66771;2.7228;4.08837
-3.58451;2.83626;4.08519
-3.5018;2.95686;4.07389
-3.41951;3.0838;4.05539
-3.3376;3.21618;4.03071
-3.25599;3.35303;4.00095
-3.17462;3.49332;3.96727
-3.09341;3.63597;3.93092
-3.01228;3.77986;3.89316
-2.93116;3.92385;3.85528
-2.84996;4.0668;3.81858
-2.76863;4.2076;3.78433
-2.68707;4.34515;3.75378
-2.60521;4.4784;3.72809
-2.523;4.60639;3.70841
-2.44037;4.72819;3.69575
-2.35726;4.843;3.69104
-2.27363;4.95008;3.6951
-2.18943;5.04885;3.70862
-2.10463;5.13881;3.73215
-2.01921;5.2196;3.76611
-1.93314;5.29099;3.81074
-1.84644;5.35289;3.86615
-1.75909;5.40535;3.9323
-1.6711;5.44854;4.00898
