-4.35154;1.61629;-1.70416
-4.30603;1.61557;-1.64046
-4.26056;1.61552;-1.57752
-4.21515;1.61614;-1.51534
-4.16977;1.61743;-1.45392
-4.12445;1.6194;-1.39327
-4.07916;1.62203;-1.33338
-4.03393;1.62533;-1.27425
-3.98874;1.62931;-1.21588
-3.94359;1.63395;-1.15827
-3.89849;1.63927;-1.10143
-3.85344;1.64525;-1.04535
-3.80843;1.65191;-0.990028
-3.76347;1.65924;-0.93547
-3.71856;1.66723;-0.881675
-3.67368;1.6759;-0.828641
-3.62886;1.68524;-0.77637
-3.58408;1.69525;-0.72486
-3.53935;1.70593;-0.674113
-3.49466;1.71728;-0.624128
-3.45002;1.7293;-0.574905
-3.40542;1.74199;-0.526443
-3.36087;1.75535;-0.478744
-3.31636;1.76938;-0.431807
-3.2719;1.78409;-0.385632
-3.22749;1.79946;-0.340219
-3.18312;1.8155;-0.295568
-3.13879;1.83222;-0.251679
-3.09452;1.8496;-0.208552
-3.05029;1.86766;-0.166188
-3.0061;1.88638;-0.124585
-2.96196;1.90578;-0.0837442
-2.91786;1.92584;-0.0436656
-2.87381;1.94658;-0.00434895
-2.82981;1.96799;0.0342056
-2.78585;1.99007;0.0719981
-2.74194;2.01282;0.109029
-2.69807;2.03624;0.145297
-2.65425;2.06033;0.180803
-2.61048;2.08509;0.215548
-2.56675;2.11052;0.24953
-2.52306;2.13662;0.28275
-2.47942;2.16339;0.315208
-2.43583;2.19083;0.346904
-2.39228;2.21894;0.377839
-2.34878;2.24773;0.408011
-2.30533;2.27718;0.437421
-2.26192;2.30731;0.466068
-2.21855;2.3381;0.493954
-2.17523;2.36957;0.521078
-2.13196;2.4017;0.54744
-2.08873;2.43451;0.57304
-2.04555;2.46798;0.597877
-2.00241;2.50213;0.621953
-1.95932;2.53695;0.645267
-1.91627;2.57244;0.667818
-1.87327;2.6086;0.689608
-1.83032;2.64543;0.710635
-1.78741;2.68293;0.730901
-1.74455;2.7211;0.750404
-1.70173;2.75994;0.769145
-1.65896;2.79945;0.787124
-1.61623;2.83963;0.804342
-1.57355;2.88048;0.820797
-1.53092;2.92201;0.83649
-1.48833;2.9642;0.851421
-1.44579;3.00706;0.86559
-1.40329;3.0506;0.878997
-1.36084;3.0948;0.891642
-1.31843;3.13968;0.903525
-1.27607;3.18523;0.914646
-1.23375;3.23144;0.925004
-1.19148;3.27833;0.934601
-1.14926;3.32589;0.943436
-1.10708;3.37412;0.951508
-1.06495;3.42301;0.958819
-1.02286;3.47258;0.965368
-0.98082;3.52282;0.971154
-0.938825;3.57373;0.976178
-0.896874;3.62531;0.980441
-0.85497;3.67756;0.983941
-0.813111;3.73049;0.986679
-0.771297;3.78408;0.988656
-0.72953;3.83834;0.98987
-0.687808;3.89327;0.990322
-0.646131;3.94888;0.990012
-0.604501;4.00515;0.98894
-0.562915;4.0621;0.987106
-0.521376;4.11971;0.98451
-0.479882;4.178;0.981152
-0.438434;4.23695;0.977032
-0.397031;4.29658;0.97215
-0.355674;4.35688;0.966506
-0.314363;4.41785;0.960099
-0.273097;4.47949;0.952931
-0.231877;4.54179;0.945001
-0.190703;4.60477;0.936308
-0.149574;4.66842;0.926854
-0.108491;4.73274;0.916637
-0.0674531;4.79773;0.905659
-4.35462;2.24006;-2.47862
-4.30816;2.22543;-2.39912
-4.26177;2.21176;-2.3207
-4.21545;2.19905;-2.24336
-4.16918;2.18728;-2.1671
-4.12299;2.17646;-2.09192
-4.07686;2.1666;-2.01783
-4.03079;2.15768;-1.94481
-3.98479;2.14972;-1.87288
-3.93885;2.14271;-1.80203
-3.89298;2.13665;-1.73225
-3.84717;2.13154;-1.66357
-3.80142;2.12739;-1.59596
-3.75574;2.12418;-1.52943
-3.71013;2.12193;-1.46398
-3.66458;2.12063;-1.39962
-3.6191;2.12028;-1.33633
-3.57368;2.12088;-1.27413
-3.52832;2.12243;-1.21301
-3.48303;2.12493;-1.15297
-3.43781;2.12839;-1.09401
-3.39265;2.13279;-1.03614
-3.34755;2.13815;-0.979339
-3.30252;2.14446;-0.923624
-3.25755;2.15172;-0.868991
-3.21265;2.15993;-0.815438
-3.16781;2.16909;-0.762967
-3.12304;2.1792;-0.711577
-3.07833;2.19027;-0.661268
-3.03369;2.20229;-0.612041
-2.98911;2.21525;-0.563895
-2.9446;2.22917;-0.51683
-2.90015;2.24405;-0.470846
-2.85577;2.25987;-0.425943
-2.81145;2.27664;-0.382122
-2.76719;2.29437;-0.339382
-2.723;2.31304;-0.297723
-2.67888;2.33267;-0.257146
-2.63482;2.35325;-0.217649
-2.59082;2.37478;-0.179234
-2.54689;2.39726;-0.141901
-2.50303;2.42069;-0.105648
-2.45922;2.44508;-0.0704768
-2.41549;2.47041;-0.0363867
-2.37182;2.4967;-0.00337785
-2.32821;2.52394;0.0285497
-2.28467;2.55213;0.0593961
-2.24119;2.58127;0.0891612
-2.19778;2.61136;0.117845
-2.15443;2.64241;0.145448
-2.11115;2.6744;0.171969
-2.06793;2.70735;0.197409
-2.02477;2.74125;0.221768
-1.98169;2.7761;0.245046
-1.93866;2.8119;0.267242
-1.8957;2.84865;0.288357
-1.85281;2.88635;0.308391
-1.80998;2.92501;0.327344
-1.76721;2.96462;0.345215
-1.72451;3.00517;0.362006
-1.68188;3.04668;0.377715
-1.63931;3.08914;0.392342
-1.5968;3.13256;0.405889
-1.55436;3.17692;0.418354
-1.51198;3.22223;0.429738
-1.46967;3.2685;0.440041
-1.42742;3.31572;0.449262
-1.38524;3.36388;0.457403
-1.34312;3.413;0.464462
-1.30107;3.46308;0.470439
-1.25908;3.5141;0.475336
-1.21716;3.56607;0.479151
-1.1753;3.619;0.481885
-1.13351;3.67287;0.483538
-1.09178;3.7277;0.48411
-1.05011;3.78348;0.4836
-1.00851;3.84021;0.482009
-0.966977;3.8979;0.479337
-0.925507;3.95653;0.475584
-0.884101;4.01611;0.470749
-0.84276;4.07665;0.464833
-0.801484;4.13814;0.457836
-0.760273;4.20058;0.449758
-0.719127;4.26397;0.440598
-0.678045;4.32831;0.430357
-0.637028;4.3936;0.419035
-0.596076;4.45985;0.406632
-0.555188;4.52704;0.393147
-0.514366;4.59519;0.378581
-0.473608;4.66429;0.362934
-0.432914;4.73434;0.346206
-0.392286;4.80534;0.328396
-0.351722;4.87729;0.309506
