-0.612372;0.353553;0.707107
-0.577609;0.356575;0.735065
-0.542338;0.359295;0.762343
-0.506604;0.361728;0.788894
-0.470449;0.363892;0.814677
-0.43392;0.365801;0.839647
-0.39706;0.367475;0.863764
-0.359915;0.368928;0.886985
-0.32253;0.370177;0.909272
-0.284949;0.371241;0.930584
-0.247218;0.372135;0.950885
-0.209382;0.372877;0.970138
-0.171485;0.373482;0.988306
-0.133573;0.373969;1.00536
-0.0956889;0.374354;1.02126
-0.0578774;0.374653;1.03597
-0.0201819;0.374882;1.04948
0.0173544;0.375058;1.06175
0.054689;0.375197;1.07275
0.0917798;0.375313;1.08245
0.128585;0.375423;1.09085
0.165065;0.375541;1.0979
0.20118;0.375681;1.1036
0.236889;0.375859;1.10793
0.272155;0.376088;1.11086
0.30694;0.376381;1.11239
0.341209;0.376751;1.1125
0.374925;0.37721;1.11119
0.408054;0.377771;1.10843
0.440563;0.378444;1.10424
0.472419;0.379241;1.0986
0.503593;0.380172;1.0915
0.534052;0.381247;1.08296
0.56377;0.382473;1.07297
0.592719;0.383861;1.06153
0.620872;0.385418;1.04865
0.648206;0.38715;1.03435
0.674695;0.389065;1.01862
0.70032;0.391168;1.00148
0.725058;0.393465;0.982944
0.748891;0.395959;0.963031
0.771802;0.398655;0.941756
0.793772;0.401555;0.91914
0.814789;0.404663;0.895205
0.834838;0.407979;0.869975
0.853907;0.411504;0.843475
0.871987;0.41524;0.815735
0.889067;0.419185;0.786784
0.905141;0.423338;0.756653
0.920202;0.427697;0.725376
0.934247;0.432259;0.692989
0.947271;0.437022;0.659528
0.959273;0.441982;0.625032
0.970254;0.447133;0.589542
0.980214;0.45247;0.553099
0.989156;0.457988;0.515746
0.997084;0.46368;0.47753
1.004;0.469538;0.438495
1.00992;0.475554;0.398691
1.01485;0.481721;0.358165
1.01879;0.488029;0.316968
1.02175;0.494469;0.275152
1.02376;0.501029;0.232769
1.02482;0.507701;0.189872
1.02494;0.514471;0.146517
1.02415;0.52133;0.102757
1.02245;0.528264;0.0586501
1.01987;0.535261;0.0142523
1.01642;0.542308;-0.0303787
1.01213;0.549392;-0.0751849
1.00702;0.556498;-0.120108
1.0011;0.563613;-0.165088
0.994395;0.570723;-0.210067
0.986937;0.577812;-0.254985
0.978744;0.584866;-0.299782
0.969842;0.59187;-0.344399
0.960256;0.598807;-0.388776
0.950012;0.605663;-0.432853
0.939136;0.612423;-0.47657
0.927657;0.619069;-0.51987
0.9156;0.625586;-0.562693
0.902994;0.631959;-0.60498
0.889867;0.638172;-0.646675
0.876248;0.644208;-0.687719
0.862165;0.650051;-0.728056
0.847648;0.655686;-0.767631
0.832725;0.661097;-0.806389
0.817427;0.666269;-0.844276
0.801781;0.671186;-0.881238
0.785817;0.675832;-0.917225
0.769565;0.680194;-0.952185
0.753054;0.684255;-0.986069
0.736312;0.688002;-1.01883
0.719368;0.69142;-1.05042
0.70225;0.694496;-1.08079
0.684988;0.697215;-1.10991
0.667607;0.699566;-1.13772
0.650136;0.701535;-1.16419
0.632602;0.703109;-1.18928
0.615031;0.704278;-1.21295
0.597448;0.70503;-1.23517
0.579879;0.705353;-1.2559
0.562349;0.705238;-1.27512
0.544881;0.704675;-1.29279
0.5275;0.703655;-1.30888
0.510226;0.702169;-1.32338
0.493083;0.700209;-1.33625
0.476091;0.697768;-1.34748
0.45927;0.694839;-1.35705
0.44264;0.691416;-1.36494
0.426219;0.687494;-1.37114
0.410024;0.683067;-1.37563
0.394071;0.678133;-1.37841
0.378378;0.672687;-1.37946
0.362957;0.666727;-1.37879
0.347823;0.66025;-1.37639
0.332989;0.653257;-1.37226
0.318465;0.645746;-1.3664
0.304262;0.637718;-1.35881
0.29039;0.629173;-1.34951
0.276858;0.620114;-1.3385
0.263672;0.610542;-1.32579
0.250839;0.600462;-1.3114
0.238365;0.589877;-1.29534
0.226252;0.578792;-1.27763
0.214505;0.567211;-1.25828
0.203126;0.555143;-1.23734
0.192115;0.542592;-1.21481
0.181473;0.529568;-1.19072
0.171198;0.516077;-1.16511
0.161288;0.50213;-1.13801
0.151741;0.487735;-1.10944
0.142552;0.472903;-1.07945
0.133717;0.457646;-1.04807
0.125229;0.441974;-1.01534
0.117081;0.425899;-0.981299
0.109266;0.409435;-0.945995
0.101774;0.392595;-0.90947
0.0945978;0.375393;-0.87177
0.0877253;0.357844;-0.832943
0.081146;0.339961;-0.79304
0.0748479;0.321762;-0.75211
0.0688185;0.303261;-0.710207
0.0630445;0.284476;-0.667384
0.0575121;0.265423;-0.623696
0.0522067;0.24612;-0.579199
0.0471132;0.226583;-0.533951
0.042216;0.206832;-0.488011
0.0374991;0.186884;-0.441437
0.0329458;0.166759;-0.394291
0.0285392;0.146474;-0.346632
0.0242619;0.12605;-0.298523
0.0200963;0.105505;-0.250026
0.0160245;0.0848588;-0.201204
0.0120282;0.0641316;-0.152121
0.00808918;0.0433429;-0.10284
0.00418887;0.0225127;-0.0534256
0.00030868;0.00166082;-0.00394161
-0.00357002;-0.0191926;0.0455475
-0.00746589;-0.0400277;0.0949774
-0.0113975;-0.0608243;0.144284
-0.0153834;-0.0815626;0.193403
-0.019442;-0.102223;0.24227
-0.0235915;-0.122785;0.290823
-0.0278498;-0.14323;0.338998
-0.0322346;-0.163538;0.386733
-0.0367634;-0.183691;0.433965
-0.0414532;-0.203668;0.480634
-0.0463205;-0.223452;0.52668
-0.0513817;-0.243023;0.572042
-0.0566523;-0.262365;0.616662
-0.0621476;-0.281459;0.660482
-0.0678822;-0.300288;0.703447
-0.07387;-0.318835;0.7455
-0.0801244;-0.337084;0.786588
-0.0866582;-0.355017;0.826659
-0.0934832;-0.372621;0.86566
-0.100611;-0.38988;0.903543
-0.108051;-0.406778;0.940258
-0.115814;-0.423303;0.97576
-0.123908;-0.43944;1.01
-0.132342;-0.455177;1.04295
-0.141122;-0.470502;1.07454
-0.150254;-0.485402;1.10476
-0.159744;-0.499867;1.13356
-0.169595;-0.513886;1.1609
-0.179812;-0.52745;1.18675
-0.190395;-0.54055;1.21108
-0.201347;-0.553176;1.23385
-0.212668;-0.565322;1.25506
-0.224357;-0.57698;1.27465
